,id,year_birth,education,marital_status,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,mnt_total_sin_vino,mntwines_sin_cero,mnt_wines_box
584,5756,1983,Graduation,Together,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,9,46.0,5.954453820834097
585,8036,1971,2n Cycle,Together,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,32,31.0,5.089787503612752
586,9058,1955,Graduation,Widow,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,807,1060.0,16.20944706330103
587,5057,1961,Master,Married,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,347,264.0,10.805839259347618
588,254,1955,Graduation,Together,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,74,399.0,12.24568225047641
589,4179,1959,Graduation,Together,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,47,8.0,2.6247053095507065
590,3710,1984,PhD,Single,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,62,19.0,4.114700875314277
591,7627,1975,Master,Married,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,1269,817.0,15.070104364396164
592,4501,1965,Master,Single,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,1186,292.0,11.145511525439897
593,6424,1977,Graduation,Together,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,37,12.0,3.2885808404328944
594,3075,1972,PhD,Married,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,252,130.0,8.616353319303226
595,4992,1975,Master,Together,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,63,6.0,2.1877070981936266
596,5252,1969,Graduation,Divorced,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,51,16.0,3.7961258512559892
597,7444,1969,Master,Married,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,11,19.0,4.114700875314277
598,6919,1978,2n Cycle,Married,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,59,4.0,1.6161077062721738
599,3537,1981,Graduation,Together,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,48,31.0,5.089787503612752
600,10277,1961,Graduation,Single,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,6,36.0,5.408765242582039
601,2453,1960,Graduation,Together,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,293,526.0,13.28329577762003
602,7972,1955,Graduation,Single,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,751,400.0,12.25480598608768
603,895,1948,PhD,Married,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,184,410.0,12.345073575163706
604,1177,1966,Master,Together,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,49,80.0,7.297942795558118
605,7141,1986,Master,Single,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,125,88.0,7.545975285447943
606,7232,1973,Graduation,Widow,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,12,55.0,6.370855697644155
607,8477,1956,Graduation,Divorced,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,23,5.0,1.9244818756988418
608,2457,1975,Basic,Married,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,37,8.0,2.6247053095507065
609,988,1965,Graduation,Married,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,783,410.0,12.345073575163706
610,7930,1969,Master,Single,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,167,101.0,7.9136839293028824
611,4587,1944,Master,Widow,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,104,162.0,9.260999122599614
612,6682,1973,Basic,Married,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,35,2.0,0.7477012808066248
613,6222,1967,Graduation,Married,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,12,25.0,4.64860867107991
614,10299,1969,PhD,Single,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,493,389.0,12.153444327939372
615,3083,1974,Graduation,Married,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,158,215.0,10.136468451484705
616,8953,1965,Master,Single,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,8,27.0,4.8041017813813705
617,1503,1976,PhD,Together,162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,22,85.0,7.455119279534195
618,8650,1978,Graduation,Widow,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,37,5.0,1.9244818756988418
619,10862,1960,Master,Married,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,147,179.0,9.563568159557484
620,2782,1961,PhD,Married,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,52,352.0,11.795109378024295
621,6941,1971,Graduation,Single,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,78,17.0,3.907164476627945
622,10972,1949,Graduation,Widow,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,314,625.0,13.96290334357903
623,10708,1978,2n Cycle,Single,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,23,10.0,2.9828618582312485
624,6583,1955,2n Cycle,Married,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,591,390.0,12.162751227276999
625,3641,1976,Graduation,Married,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,26,10.0,2.9828618582312485
626,10156,1975,Graduation,Single,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,1022,215.0,10.136468451484705
627,4299,1960,Graduation,Together,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,824,1001.0,15.953335384608696
628,3469,1977,PhD,Divorced,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,84,19.0,4.114700875314277
629,5063,1977,Graduation,Single,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,150,41.0,5.694689661555481
630,10727,1970,PhD,Married,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,405,1181.0,16.701557617456963
631,9624,1958,PhD,Together,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,360,603.0,13.81959358171127
632,5156,1970,2n Cycle,Married,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,760,129.0,8.594284021282624
633,4376,1960,2n Cycle,Single,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,83,10.0,2.9828618582312485
634,8923,1973,Graduation,Single,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,1073,514.0,13.194252874685628
635,8461,1962,Graduation,Divorced,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,2,14.0,3.55661921042866
636,6945,1952,Graduation,Single,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,988,387.0,12.13477410736162
637,944,1962,Graduation,Married,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,272,121.0,8.412722346160333
638,1907,1950,Master,Divorced,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,512,965.0,15.791191576077827
639,701,1971,Graduation,Married,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,472,707.0,14.46447819513218
640,3856,1960,Graduation,Together,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,434,571.0,13.60364053244023
641,4149,1948,PhD,Together,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,762,586.0,13.706019184031366
642,2131,1959,PhD,Divorced,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,244,1063.0,16.222168114270655
643,2942,1964,Graduation,Single,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,181,305.0,11.294587721090627
644,1173,1947,Master,Together,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,1052,1200.0,16.775196374831186
645,4381,1971,PhD,Married,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,72,163.0,9.27947007962792
646,4611,1970,Graduation,Together,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,715,1009.0,15.98874477003997
647,3376,1970,Master,Divorced,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,110,125.0,8.50464228252578
648,4679,1977,Master,Married,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,371,721.0,14.545495345041804
649,10928,1958,Graduation,Together,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,284,315.0,11.405907044500255
650,4248,1960,Master,Single,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,1008,1000.0,15.94889362558298
651,6728,1985,Graduation,Together,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,32,16.0,3.7961258512559892
652,6661,1974,Graduation,Married,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,417,757.0,14.748302171625008
653,4725,1950,PhD,Together,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,37,30.0,5.021207078408531
654,3277,1955,Graduation,Divorced,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,146,219.0,10.195362326883942
655,5555,1975,Graduation,Divorced,153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,5,1.0,0.0
656,2564,1953,Graduation,Together,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,54,111.0,8.172028996631413
657,946,1958,2n Cycle,Together,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,165,45.0,5.904337473196736
658,3867,1947,PhD,Together,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,685,410.0,12.345073575163706
659,6940,1966,PhD,Single,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,123,100.0,7.886761086955084
660,55,1963,Graduation,Together,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,88,509.0,13.156670059981277
661,7093,1985,Graduation,Married,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,19,3.0,1.2398505612761228
662,5084,1975,Graduation,Widow,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,619,445.0,12.648004015773294
663,1777,1980,Basic,Married,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,72,2.0,0.7477012808066248
664,8162,1956,Master,Together,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,22,4.0,1.6161077062721738
665,10826,1959,Graduation,Married,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,54,6.0,2.1877070981936266
666,8754,1974,PhD,Together,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,6,14.0,3.55661921042866
667,1987,1987,Basic,Single,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,58,1.0,0.0
668,11007,1968,PhD,Married,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,8,26.0,4.7275278557368985
669,7426,1971,2n Cycle,Married,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,87,111.0,8.172028996631413
670,9153,1964,PhD,Married,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,630,418.0,12.416052831584151
671,10379,1962,Master,Single,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,247,327.0,11.535890200278825
672,9204,1970,Graduation,Widow,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,658,371.0,11.98262277763356
673,3197,1980,Graduation,Married,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,395,275.0,10.942503263484797
674,2920,1975,PhD,Single,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,201,789.0,14.922320934041743
675,6961,1974,Graduation,Married,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,10,1.0,0.0
676,4673,1963,PhD,Married,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,237,1004.0,15.96663981899797
677,9937,1979,Graduation,Single,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,389,187.0,9.698206723206157
678,8779,1985,2n Cycle,Married,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,116,56.0,6.413742408118401
679,9596,1980,PhD,Single,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,299,365.0,11.924238185738087
680,2891,1963,Graduation,Divorced,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,333,595.0,13.766463871012032
681,4910,1967,Graduation,Divorced,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,942,1132.0,16.50726569049174
682,75,1982,2n Cycle,Together,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,433,34.0,5.28561879406011
683,10120,1955,Graduation,Together,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,141,116.0,8.294410036433591
684,6327,1967,Graduation,Together,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,581,565.0,13.562098028335644
685,10142,1976,PhD,Divorced,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,317,372.0,11.992281441500818
686,9826,1972,PhD,Single,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,1215,899.0,15.481180749930582
687,1501,1982,PhD,Married,160803.0,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,1662,55.0,6.370855697644155
688,10767,1989,PhD,Together,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,586,760.0,14.764858828845123
689,7279,1969,PhD,Together,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,784,260.0,10.755035464442319
690,7230,1960,PhD,Divorced,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,34,459.0,12.763956636706352
691,143,1970,Graduation,Single,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,491,466.0,12.820895933985152
692,450,1958,Master,Together,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,203,67.0,6.8498194500720855
693,9316,1952,Basic,Together,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,27,2.0,0.7477012808066248
694,6379,1949,Master,Widow,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,54,67.0,6.8498194500720855
695,9239,1961,Master,Married,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,34,92.0,7.663412261763926
696,8315,1995,Graduation,Single,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,19,4.0,1.6161077062721738
697,2868,1949,PhD,Single,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,37,20.0,4.212101396812377
698,10888,1961,Graduation,Single,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,363,273.0,10.917978117779354
699,1277,1960,Graduation,Together,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,570,434.0,12.554874643185238
700,9977,1973,Graduation,Divorced,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,413,321.0,11.471374908086327
701,10196,1978,Graduation,Married,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,402,212.0,10.09173164962158
702,6384,1978,Graduation,Divorced,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,544,909.0,15.529275342749699
703,8029,1988,Master,Single,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,437,1184.0,16.713246253519763
704,968,1968,Master,Divorced,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,75,112.0,8.196846095005998
705,6988,1986,Graduation,Married,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,787,656.0,14.158271112891995
706,4472,1970,PhD,Divorced,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,34,23.0,4.483034013635515
707,6991,1951,Graduation,Divorced,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,100,537.0,13.363529935629202
708,3336,1948,PhD,Together,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,236,712.0,14.493556120823486
709,4301,1971,Master,Married,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,36,23.0,4.483034013635515
710,1940,1986,Graduation,Married,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,17,1.0,0.0
711,1272,1965,Master,Single,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,239,664.0,14.207510538737646
712,1388,1975,Graduation,Single,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,106,6.0,2.1877070981936266
713,1044,1953,Graduation,Together,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,297,299.0,11.226415315113476
714,6969,1982,Graduation,Together,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,134,99.0,7.859626310149476
715,10479,1975,PhD,Married,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,762,749.0,14.703898175308353
716,3619,1960,2n Cycle,Divorced,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,807,345.0,11.724022670989573
717,1715,1978,Graduation,Together,25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,39,9.0,2.811601860188697
718,10159,1970,Graduation,Divorced,58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,745,440.0,12.605898901207285
719,1463,1958,Graduation,Single,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,13,8.0,2.6247053095507065
720,5114,1965,Master,Married,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,295,670.0,14.244135733657856
721,4990,1954,Graduation,Married,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,345,524.0,13.268566674843585
722,4329,1984,PhD,Married,18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,10,6.0,2.1877070981936266
723,10936,1965,Graduation,Married,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,1350,597.0,13.779798563054527
724,4692,1976,Graduation,Married,7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,64,7.0,2.4184891682868024
725,7212,1966,Graduation,Married,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,11,54.0,6.327353158681416
726,6086,1955,Graduation,Married,80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,935,445.0,12.648004015773294
727,437,1976,Master,Divorced,75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,733,294.0,11.168780700484808
728,11171,1965,Master,Married,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,119,292.0,11.145511525439897
729,11101,1991,Graduation,Together,89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,424,412.0,12.362919504510018
730,5329,1949,PhD,Divorced,35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,3,8.0,2.6247053095507065
731,610,1953,PhD,Together,53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,131,349.0,11.76478062203563
732,9384,1978,Graduation,Married,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,278,328.0,11.546552335125158
733,5956,1948,PhD,Divorced,45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,140,144.0,8.912160020746345
734,10430,1973,Graduation,Divorced,89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,346,1126.0,16.48302414653054
735,7875,1949,Graduation,Married,72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,710,967.0,15.800322917937201
736,7072,1973,Graduation,Married,67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,903,432.0,12.537743651155672
737,6255,1952,Master,Together,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,196,138.0,8.788276814822535
738,6516,1989,Basic,Married,17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,18,1e-08,-4.544805124254636
739,5564,1969,Graduation,Together,62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,829,509.0,13.156670059981277
740,5682,1953,PhD,Single,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,151,948.0,15.712969947041689
741,7458,1956,Master,Together,34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,58,39.0,5.5837896711501
742,5237,1950,PhD,Single,48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,35,28.0,4.878483258254172
743,7761,1978,2n Cycle,Together,38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,96,13.0,3.426646026793662
744,5278,1964,Graduation,Married,82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,595,307.0,11.317078152052897
745,3560,1952,Graduation,Together,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,673,901.0,15.490833106876492
746,7235,1975,2n Cycle,Married,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,36,2.0,0.7477012808066248
747,10548,1995,Graduation,Single,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,677,283.0,11.03922700321942
748,2281,1970,Graduation,Single,33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,24,4.0,1.6161077062721738
749,4073,1954,2n Cycle,Married,63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,446,769.0,14.81422323737576
750,6974,1972,PhD,Together,83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,979,518.0,13.224113277207461
751,7938,1958,PhD,Together,51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,99,350.0,11.774912842454249
752,7094,1975,Graduation,Widow,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,619,445.0,12.648004015773294
753,3667,1969,Graduation,Married,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,979,778.0,14.863136705144155
754,7723,1979,Graduation,Together,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,731,709.0,14.476128654515314
755,3870,1978,2n Cycle,Together,63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,647,359.0,11.865096146058315
756,4012,1972,PhD,Together,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,427,799.0,14.975565967865013
757,5909,1964,Graduation,Married,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,276,895.0,15.461825413134482
758,10470,1979,Master,Married,40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,52,40.0,5.639783201220357
759,6488,1959,PhD,Married,38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,23,76.0,7.166556190957035
760,10270,1981,2n Cycle,Married,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,55,11.0,3.141177513258352
761,6887,1967,Graduation,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,319,245.0,10.558885765631256
762,6406,1988,Master,Married,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,780,647.0,14.102310730939084
763,7573,1978,PhD,Single,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,47,39.0,5.5837896711501
764,4508,1952,Graduation,Single,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,630,203.0,9.95447427052749
765,221,1955,Graduation,Married,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,104,138.0,8.788276814822535
766,5331,1977,Graduation,Married,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,1282,587.0,13.712771058592256
767,1911,1987,Graduation,Together,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,769,595.0,13.766463871012032
768,20,1965,2n Cycle,Married,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,140,43.0,5.801425746914014
769,8786,1956,Master,Married,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,149,301.0,11.249257684150503
770,10582,1979,Graduation,Married,72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,578,180.0,9.58065287595472
771,1915,1951,PhD,Married,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,713,794.0,14.949009177154968
772,8897,1965,Graduation,Single,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,262,392.0,12.181309033144979
773,2371,1972,Graduation,Married,33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,42,39.0,5.5837896711501
774,4303,1957,PhD,Together,6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,30,107.0,8.070972305147466
775,6825,1953,Graduation,Together,41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,3,13.0,3.426646026793662
776,1072,1965,PhD,Single,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,23,70.0,6.958918320353586
777,4964,1958,PhD,Together,74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,478,680.0,14.304610224904248
778,2461,1955,Master,Single,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,17,26.0,4.7275278557368985
779,10736,1971,Graduation,Single,72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,1003,522.0,13.253793425870168
780,3194,1974,PhD,Single,71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,818,412.0,12.362919504510018
781,10839,1976,Graduation,Together,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,23,6.0,2.1877070981936266
782,49,1970,Graduation,Single,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,23,2.0,0.7477012808066248
783,4290,1972,Graduation,Married,30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,23,1.0,0.0
784,10219,1972,Graduation,Together,31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,32,6.0,2.1877070981936266
785,4211,1986,Basic,Married,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,53,4.0,1.6161077062721738
786,1135,1960,Master,Together,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,29,18.0,4.013194043644647
787,6299,1968,PhD,Divorced,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,489,324.0,11.503749652985707
788,10846,1978,Master,Married,43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,302,327.0,11.535890200278825
789,347,1976,Graduation,Divorced,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,148,229.0,10.338990859189764
790,6543,1945,Master,Together,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,1091,521.0,13.246390152241593
791,10446,1957,PhD,Married,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,545,184.0,9.648256382073612
792,3479,1950,Graduation,Single,16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,46,4.0,1.6161077062721738
793,11075,1978,Graduation,Married,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,87,183.0,9.631464370819783
794,4442,1961,Graduation,Single,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,146,31.0,5.089787503612752
795,199,1962,Master,Single,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,96,219.0,10.195362326883942
796,6722,1954,PhD,Married,70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,288,479.0,12.924884720306384
797,796,1965,2n Cycle,Divorced,60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,487,584.0,13.692488286321371
798,3749,1973,Graduation,Together,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,953,627.0,13.975734322761186
799,8523,1968,Graduation,Married,19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,36,24.0,4.567174118159448
800,310,1970,Master,Married,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,243,330.0,11.567800369621041
801,8629,1956,Graduation,Widow,46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,22,19.0,4.114700875314277
802,236,1951,Graduation,Married,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,142,28.0,4.878483258254172
